"station"	"year"	"month"	"lon"	"lat"	"Abra alba"	"Abra nitida"	"Abyssoninoe hibernica"	"Ampelisca brevicornis"	"Ampelisca macrocephala"	"Ampelisca tenuicornis"	"Ampharete"	"Ampharete baltica"	"Ampharete falcata"	"Ampharete finmarchia (lindstroemi)"	"Amphiura"	"Amphiura chiajei"	"Amphiura filiformis"	"Anobothrus gracilis"	"Aoroidae"	"Aphrodita aculeata"	"Arctica islandica"	"Artacama proboscidea"	"Bathyporeia pilosa"	"Brada villosa"	"Brissopsis lyrifera"	"Bylgides sarsi"	"Callianassa subterranea"	"Capitella capitata"	"Caulleriella (Tharyx) killariensis"	"Cerastoderma glaucum"	"Chaetozone setosa"	"Chamelea striatula"	"Chironomidae"	"Corbula gibba"	"Corophium volutator"	"Cyathura carinata"	"Cylichna"	"Cylichna cylindracea"	"Diastylis"	"Diastylis laevis"	"Diastylis lucifera"	"Diastylis rathkei"	"Diplocirrus glaucus"	"Echinocardium cordatum"	"Edwardsiidae"	"Einhornia crustulenta"	"Ennucula tenuis"	"Eriopisa elongata"	"Eteone longa"	"Eudorella emarginata"	"Eudorella truncatula"	"Eumida bahusiensis"	"Euspira"	"Galathowenia oculata"	"Gammarus"	"Gattyana amondseni"	"Glycera alba"	"Glycera unicornis (rouxii)"	"Glycinde nordmanni"	"Golfingia"	"Goniada maculata"	"Halicryptus spinulosus"	"Harpinia antennaria"	"Hediste diversicolor"	"Heteromastus filiformis"	"Hyala vitrea"	"Hydrobia"	"Idotea balthica"	"Idothea chelipes"	"Jaera albifrons"	"Labidoplax buskii"	"Laonice bahusiensis"	"Laonice cirrata"	"Leucon nasica"	"Leucothoe lilljborgii"	"Levinsenia gracilis"	"Limecola balthica"	"Littorina saxatilis"	"Lumbrineris"	"Macoma calcarea"	"Magelona alleni"	"Magelona minuta"	"Magelona mirabilis"	"Maldane sarsi"	"Marenzelleria"	"Melinna cristata"	"Microdeutopus"	"Monoporeia affinis"	"Mya arenaria"	"Myrtea spinifera"	"Mysella bidentata"	"Mysia undata"	"Mysidae"	"Mytilus edulis"	"Nassarius incrassatus"	"Nemertea"	"Neomysis integer"	"Nephtys caeca"	"Nephtys ciliata"	"Nephtys hombergii"	"Nephtys incisa"	"Notomastus latericeus"	"Nucula nitidosa"	"Nucula sulcata"	"Nuculana pernula"	"Oligochaeta"	"Ophelina acuminata"	"Ophiura"	"Ophiura albida"	"Ostracoda"	"Owenia fusiformis"	"Oxydromus flexuosus"	"Paramphinome jeffreysi"	"Parvicardium minimum"	"Pectinaria auricoma"	"Pectinaria belgica"	"Pectinaria koreni"	"Pennatula phosphorea"	"Peringia ulvae"	"Perioculodes longimanus"	"Phascolion strombus"	"Phaxas pellucidus"	"Philine"	"Philine scabra"	"Philomedes"	"Pholoe baltica"	"Pholoe inornata"	"Pholoe minuta"	"Pholoe pallida"	"Phoronis muelleri"	"Phyllodoce groenlandica"	"Pisidium"	"Pistella lornensis"	"Polycirrus"	"Polydora ciliata"	"Polydora cornuta"	"Polynoidae"	"Polyphysia crassa"	"Pontoporeia femorata"	"Potamopyrgus antipodarum"	"Praxillella affinis"	"Praxillella praetermissa"	"Priapulus caudatus"	"Prionospio cirrifera"	"Prionospio fallax"	"Prionospio multibranchiata"	"Pygospio elegans"	"Rhodine gracilior"	"Rhodine loveni"	"Rissoa membranacea"	"Saduria entomon"	"Scalibregma inflatum"	"Scolelepis tridentata"	"Scoletoma fragilis"	"Scoletoma impatiens"	"Scoloplos armiger"	"Sphaerodorum gracilis (flavum)"	"Spiophanes bombyx"	"Spiophanes kroyeri (kroeyeri)"	"Spisula subtruncata"	"Streblospio benedicti"	"Tellimya (Montacuta) ferruginosa"	"Tellimya (Montacuta) tenella"	"Terebellides stroemi"	"Theodoxus fluviatilis"	"Thracia convexa"	"Thracia phaseolina"	"Thyasira"	"Thyasira equalis"	"Thyasira flexuosa"	"Thyasira sarsii"	"Trichobranchus roseus"	"Trochochaeta multisetosa"	"Turbellaria"	"Turritella communis"	"Virgularia mirabilis"	"Westwoodilla caecula"
"21"	911	2006	5	12.475	56.201	1e-04	0.00154744	0	0.00255625	0	0.00510984	0	6.25e-05	0	2.56940291906236e-05	0.184783288013817	0.00544500276338515	0.18512022	0.00146712906678461	0	0.0120582	5.5275092	0.0325655	0	0.000920702712664013	0	0	0	0	0	0	0	0	0	0.0321197755775578	0	0	0	0	0	0	0.000319946302521008	0.0005117	0.00795675	0.06260475	0	0	0.0007455	0	0	0	0	0	0	0.01947352	0	0.004522	0.0006667	0	0	0	0.0028577	0	0.00029325	0	0	0	0	0	0	0	0.00400770141623489	0	0	0	0.000185975194552529	7.4e-05	0	0	0	0	0	0	0	0.00205123999705145	0	0	0	0	0	0	0	0	0	0.02078735	0	0.00052595	0	0	0	0.00787542	0.0180977	0	0.000428266666666667	0	0.00107316072607261	0	0	0	0.0271656	0	0.0045016	0.0046718	0	0.00109192227722772	0.0115665954739791	0	0.0225593576293675	0	0	0	0	0.0008512	0	0.00205354555873926	0.000562666666666667	0	0.00042812	0	0	0.0022936	0	0	0	0	0	0	0	0.0699584179787704	0	0	0	0.00267646137402329	0	0	0.000562699239274657	0	0	0.00540345433878815	0	0	0	0	0	0	0	3.85410437859354e-05	0.00014131716054843	0.0002492	0.000436798496240601	0	0	0.00105815148514851	0	0.00510668830163644	0	0	0	0	0	0.000769066666666667	0	0.005895	0.000245	0.0014826	0.0023423	0	0.0004485
"22"	216	2007	6	12.05	57.407	0.0994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04698	0.002355	0	0	0	0.018326	0	0	0	0	0	0.000984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23"	191	2006	5	12.083	57.269	0.000666666666666667	0.007192	0	0.0055	0.00247966926070039	0	0	0.00125	0	0	0.0147990466321244	0	0.010044	0	0.00123983463035019	0.00126	3.32486	0	0	0	0	0	0	0	0	0	0	0	0	0.00075046204620462	0	0	0	0.00102	0	0	0	0	0.005356	0	0.00179874074074074	0	0	0	0	0	0.00116	0	0	0.00044	0	0	0.00118	0	0	0	0	0	0	0	0.00198666666666667	0	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0.00152	0	0.00152	0	0	0	0	0	0	0	0.00120073927392739	0.00069	0	0	0	0.00157	0	0.49236	0	0.1071	0	0.0024	0.00117333333333333	0	0	0	0	0	0	0	0	0	0	0	0.00256940291906236	0	0	0	0	0	0	0.0141866666666667	0.00518572110792741	0.00103714422158548	0	0.00147	0	0	0	0.00210117647058824	0.0312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154164175143742	0	0	0	0	0	0	0.00198	0	0	0	0.0118192534276869	0.00128470145953118	0.00178	0.00128470145953118	0	0	0	0	0.00770820875718708	0	0	0.00116	0	0.00075046204620462	0.00112	0	0	0	0.00476859649122807	0.00354	0	0
"24"	939	2005	5	11.805	58.107	0.019375	0.08352	0	0	0	0.0010575	0	0.000625	0	0	0.0164433851468048	0.00803483592400691	0.00430125	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0	0	0.000675	0	0	0	0	0	0.000777858166189112	0	0	0	0	0	0.00274666666666667	0	0	0	0	0	0.00074	0	0	8e-04	0	0.000293333333333333	0	0	0.101185	0.00128470145953118	0	0	0	0	0	0	0.00149	0.00306375	0	0	0	0	0	0	0	0	0	0.000925	0	0	0	0	0	0	0	0.00385410437859354	0	0	0	0	0	0	0.000844269801980198	0	0	0	0	0.0121675	0	0	0	0	0.00137	0	0.00198	0	0	0	0	0.000747426597582038	0.00231	0	0	0.00236666666666667	0	0	0.0295481335692172	0	0	0	0	0	0	0	0.00259286055396371	0	0	0.00735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784	0	0.00064235072976559	0	0	0	0.00133	0	0	0.339625	0	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0.00112	0.00112569306930693	0	0	0	0	0	0
"27"	217	2015	6	12.029	57.36	0.0311	0.132356	0	0	0	0.00141	0	0	0	0.00128470145953118	0.260851882556131	0.00732478065630397	0.138942	0.00299763673890609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141086864686469	0	0	0	0.00136	0	0	0	0	0.00206	0.1815	0	0	0.00168	0	0	0	0	0	0	0.00044	0	0	0.00177	0	0	0.00147333333333333	0.00218666666666667	0	0	0	0	0.007482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256940291906236	0	0	0	0	0	0	0.00195120132013201	0	0	0	0	0.00157	0	0	0.56758	0	0.00867666666666667	0.054	0.040128	0	0	0	0.00133	0	0.0671825	0	0	0	0	0	0	0.0205552233524989	0	0	0	0	0	0	0.00103714422158548	0	0	0.003234	0	0	0.00128470145953118	0.000663529411764706	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0	0.00128470145953118	0	0	0.00321175364882795	0	0	0	0.0011	0	0	0	0.00128470145953118	0.00128470145953118	0	0	0	0	0.00075046204620462	0	0.0584539164086687	0	0	0	0	0	0.001568	0	0	0.0049	0	0.0177	0	0
"29"	936	2005	5	11.402	58.347	0.015875	0.05133	0	0	0	0	0	0	0	0	0.038866183074266	0.0078479792746114	0.03255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675	0	0	0.000938077557755776	0	0	0.0108900143266476	0	0	0	0	0.000595	0.00515	0.069	0	0	0	0	0.00074	0	0	0	0.00103714422158548	0	0	0	0	0	0	0	0.0041	0	0	0	0	0.001935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525323432343234	0	0	0	0	0.00157	0	0	0	0	0.110285	6e-04	0.05148	0	0	0	0	0	0	0	0	0.001065	0	0	0	0	0	0	0	0	0	0.0076	0.00518572110792741	0	0	0.002205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0.1232	0	0	0	0	0	0	0	0	0	0.00150092409240924	0	0.0308328350287483	0	0	0	0	0	0.00532	0	0	0	0	0.00059	0	0
"35"	950	2013	5	11.477	58.264	0.00025	0.0129533333333333	0	0	0	0	0	0	0	0.00064235072976559	0.0480844444444444	0.0151976741508348	0.01395	0	0	0	0	0	0	0	0.53095	0	0.00106	0	0.00064235072976559	0	0.003825	0.00037523102310231	0	0.00475292629262926	0	0	0	0.00204	0	0	0	0	0.0199133333333333	0	0	0	0.00168	0.00123983463035019	0	0	0.00058	0	0	0.00022	0	0	0	0	0.00067	0.00221	0.00164	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000963526094648386	0	0	0	0	0	0	0	0.00037523102310231	0.00075046204620462	0	0	0	0	0	0	0	0	0	0.0196366666666667	0.043	0.0137866666666667	0	0	0	0	0	0	0	0	0.00142	0	0	0.00064235072976559	0.0179858204334365	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0.00423921568627451	0	0	0.00289057828394516	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0.000856467639687454	0	0	0	0	0	0	0.00953333333333333	0.000856467639687454	0	0	0	0	0	0.00642350729765591	0	0	0	0.00150092409240924	0.00214116909921863	0	0	0	0	0	0.0028	0	0.0012	0	0	0.000295	0	0
"36"	915	2015	6	12.907	55.702	0.028061	0	0	0	0	0	0	0.0008125	0	0.000179858204334365	0	0	0	0	0	0	0.0173445333333333	0	0	0	0	0	0	0.0003111	0	0	0	0	0	0.0100666978877888	0	7.55e-05	0	0	0	0	0	0.04393718	0	0	0.000206855185185185	0	0	0	0.0001517	0	0	0	0	0.000841866666666667	0	0	0	0	0	0	0	0.000423330855018587	0	0.001221	0.001702325	0	0	0	0	0	0	0	0	0	0	0	0.045472	0	0	0.10664168	0	0	0	0	0	0	0.000235568579766537	0	0	0	0.00018511397139714	0	0	0.0001494	0	0.0019939	0	0	0.12821172	0.1002099	0	0	0	0	0	0	0	0.000142011053540587	0	0	0	0	0	0	0	0	0	0	0.0009889	0	0	0	0	0	0	0	0.000139	0	0	0.0113762117647059	0	0	0	0	0	0	0	0	0	0	0	0	0.00076608	0	0	0	0.00355605363998231	0.0184226189296771	0	0	0	0.00022	0	0	0	0.0298204902786378	0	0	0	0	0	0	0	0.033045090942061	0	0	0	0	0	0.005656	0	0	0.013818	0	0	0	0
"37"	939	2014	5	11.805	58.107	0.76975	0.03161	0	0	0	0.000705	0.00064235072976559	0	0	0	0.021264286701209	0.0138647633851468	0.010044	0.00854326470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195120132013201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0.00022	0	0	0.0478293333333333	0	0	0	0	0	0	0	0	0.000645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000700431243124312	0	0	0	0	0.008949	0	0.001584	0	0	0	0	0.001936	0	0	0	0	0	0.0014245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485902067812798	0	0	0.000735	0	0	0	0	0.21541	0	0	0	0	0	0	0	0	0	0	0	0.134512	0	0	0	0	0	0	0	0	0.00311666666666667	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003528	0	0	0	0
"38"	939	2013	5	11.805	58.107	0.004	0.00715333333333333	0	0	0	0.00235	0	0.0009375	0	0	0.0428524582613702	0.0146993897524467	0.02511	0.0205552233524989	0	0.00126	0	0	0	0.0102776116762494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0.000804896358543417	0	0.00206	0	0	0	0	0	0.00111	0	0	0	0	0.00190666666666667	0	0	0.0833866666666667	0	0.00134	0	0.00164	0	0	0	0.00149	0.0009675	0	0	0	0	0	0	0	0	0	0.000925	0	0	0	0	0	0	0	0	0	0	0.000619917315175097	0	0	0	0.00300184818481848	0	0	0	0	0.000785	0	0	0	0	0.00114166666666667	0.0012	0.0120266666666667	0	0	0	0	0	0	0	0	0	0	0.00037523102310231	0.00513880583812472	0	0	0	0	0	0.0191533333333333	0	0.00622286532951289	0	0	0.01372	0	0	0	0.00165882352941176	0.0117	0	0	0	0	0	0	0	0	0	0	0	0.07196	0	0.00214116909921864	0.00064235072976559	0	0	0	0	0	0.0201666666666667	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541333333333333	0.00037523102310231	0	0.00294	0	0	0	0
"39"	203	2019	5	12.065	57.358	0.00424999995157123	0	0	0.00187499995809049	0	0	0	0.00124999997206032	0	0	0	0	0	0	0	0	4.97555987548827	0	0	0	0	0	0	0	0	0	0	0	0	0.00180110887063317	0	0	0	0	0	0	0	0	0	0.0183000004291534	0	0	0	0	0	0	0	0	0	0.000439999990165233	0	0	0.00117999997362494	0	0	0	0.00163999996334314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000750462029430487	0	0	0	0	0.00156999996490777	0	0.0338800004720688	0	0.0154700005408377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115623135952257	0	0	0	0	0.0030399999320507	0	0	0	0	0	0	0	0.00165882349233417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0.00128470143081587	0	0	0	0	0.00109999997541308	0	0	0	0.00745126844230859	0	0	0	0	0	0	0	0	0	0	0.00521999999135733	0	0	0	0	0	0	0	0	0	0
"40"	203	2011	5	12.065	57.358	0.000499999988824129	0	0	0	0	0	0	0.00124999997206032	0	0	0	0	0	0	0	0	0.0149599999189377	0	0	0	0	0	0	0	0	0	0.00134999996982515	0	0	0.00135083165297488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014899999666959	0	0	0	0	0	0	0	0	0	0	0.00184999995864928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000750462029430487	0	0	0	0	0.00156999996490777	0	0.0664400008916855	0	0.0285599993616343	0	0	0.00440000006556511	0	0	0	0	0	0.000769999982789159	0	0	0	0	0	0	0	0.00128470143081587	0	0.00115999997407198	0	0	0	0.0103714423704013	0	0	0.00146999996714294	0	0	0	0.00121647056104506	0	0	0	0	0	0.00103999997675419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174719395548135	0	0.0017799999602139	0	0	0	0	0	0	0	0	0.00231999994814396	0	0	0	0	0	0	0	0	0	0
"44"	198	2007	6	12.064	57.446	0.0141999999433756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121999997273087	0	0	0	1.5219599899292	0	0	0	0.000750462029430487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147999996691942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00629000020399688	0.00347666668146849	0	0	0	0	0	0	0	0	0	0	0	0.0767999982833862	0	0	0.00340000005066395	0	0	0	0	0	0	0	0	0.0556640002369881	0	0	0	0	0.0269750002473593	0.0846449986360965	0	0	0	0	0.0503766670922438	0	0	0	0	0	0.000819999981671572	0	0	0	0	0	0	0	0	0	0	0	0	0.0962799994468689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"51"	216	2008	6	12.05	57.407	0.00175	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0.00705434323432343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03753	0.005966	0	0	0	0.015232	0	0	0	0	0	0.00082	0.00133	0.000747426597582038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0.00084	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0	0.00128470145953118	0	0	0	0	0	0	0	0	0	0	0	0	0
"53"	212	2016	5	12.72	56.565	0.0446250001434237	0.0127599999308586	0	0	0	0	0	0	0	0	0.00941757528100401	0	0.0109739999625832	0	0	0	3.62491004085541	0	0	0	0	0	0	0	0	0	0	0.0787985112730029	0	0.356319379820878	0	0	0	0	0	0	0	0.0020824999534525	0.00205999995395541	0.0154500000178814	0.00134905552540181	0	0.000839999981224537	0	0	0	0	0	0.0663772286978241	0	0	0	0.00117999997362494	0	0	0	0.00163999996334314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000750462029430487	0	0	0	0	0	0	0	0	0.00654500007536261	0	0	0.139391999900341	0	0	0	0	0	0.0400399985313416	0	0	0	0	0	0.00385410441209475	0	0.00128470143081587	0	0	0	0	0.0115899999178946	0.00207428839680701	0	0	0	0	0	0	0.00497647047700251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109999997541308	0	0	0	0.00128470143081587	0	0	0	0.0123999999538064	0	0	0	0	0	0	0	0	0	0.00111999997496605	0	0	0	0	0	0	0
"56"	912	2013	5	12.696	56.012	3.75e-05	0.00452748	0	0.0024625	0	0.0002867	0	0	0	0	0.546421162694301	0.0128512529188256	0.28658322	0.0205706397700133	0	0.029904	3.776125	0	0	0.000411104467049978	0	0	0	0.0002379	0	0	0.0006669	0	0	0	0	0	0	0.0002601	0	0	8.45141176470588e-05	0	0.0017922	0.6301455	0	0	0.06131496	0	0.0001776	0	0	0	0	0.00043736	0	0	0.00137765	0	0	0	0.002214	0	0	0	0	0	0	0	0	0	0.000896911917098446	0	0	0	0	8.63333333333333e-05	0	0	0	0	0	0	0	0.00519447623470441	0	0	0	0	0	0	0.0012502697689769	0	0	0	0	0.0021509	0	0	0.04399335	0.0261839666666667	0.002877	0.000156	0.2400816	0	0.101950268976898	0	0.0040299	0.000231702245250432	0.0111342	0	0	0	0	0	0	0	0.0413802340114993	0	0	0	0	0	0	0	0	0	0.00241582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251030665192393	0	0	0.00231246262715613	0	0	0	0.001837	0	0	0	0.00160266507076515	0	0	0	0	0	0.000953086798679868	0	0	0	0	0	0	0	0.00332416	0	0	0.0059388	0	0	0	0.0004095
"58"	201	2006	8	12.062	57.437	0.00719999995082616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000659999985247851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196099996306002	0.0014899999666959	0	0	0.00708499994315207	0.00245987572141501	0	0	0	0	0	0	0	0.00159999996423722	0.00234999994747341	0	0	0	0	0	0	0	0	0.00123983460263773	0	0.00213000001851469	0	0	0	0	0.000829999981448054	0.0566999990344048	0.00235499994736165	0	0	0	0.0169575000088662	0	0	0	0	0	0.00122999997250736	0	0	0	0	0	0	0	0	0	0	0	0	0.00347999999423822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123999997228384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747999995946887	0	0	0	0	0	0	0	0	0	0.00247999994456768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	201	2007	6	12.062	57.437	0.00340000001713635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337707923727553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247966920527547	0	0	0	0	0	0	0	0	0.00777000003308057	0.00268199994005263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00709999984130263	0	0	0	0	0.00248999994434416	0.0173339999444783	0.00627999993273989	0	0	0	0.0135660000070929	0	0	0	0	0	0.000819999981671572	0	0	0	0	0	0	0	0	0	0	0	0	0.00231999994814396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103999997675419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"60"	982	2009	5	11.159	58.798	0.01675	0.0319	0	0	0	0	0	0	0	0.00128470145953118	0.0239176511226252	0.00186856649395509	0.070215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004725	0	0	0.00112569306930693	0	0	0	0.00306	0	0	0	0	0.01854	0	0	0	0.00462	0	0.00074	0	0	0.0016	0	0	0	0	0.04956	0	0	0	0.00984	0	0	0	0.00149	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619917315175097	0	0	0	0.0210129372937294	0	0	0	0	0.00314	0	0	0	0.13685	0	0.1668	0.06116	0	0	0	0	0	0	0	0	0.0071	0	0.00075046204620462	0	0	0	0	0	0	0	0	0	0	0	0.009555	0	0	0	0	0.0364	0	0	0.00835055948695268	0	0	0	0	0	0	0	0	0.00084	0	0.00385410437859354	0	0	0	0	0	0	0.1562	0	0	0	0	0	0	0	0	0	0	0	0.0863961731534719	0	0.00075046204620462	0	0	0	0.01708	0	0	0	0	0.00059	0	0
"61"	212	2007	6	12.72	56.565	0.058500000834465	0	0	0	0	0.00140999996848404	0	0.00274999993853271	0	0	0.0100155161002036	0	0.00334799999445677	0	0	0	1.91311204356998	0	0	0	0	0	0	0	0	0	0	0	0	0.00544084981820936	0	0	0	0.00203999995440245	0	0	0	0.00356999992020428	0.00205999995395541	0	0.0021584888406429	0	0	0	0	0	0	0	0.0103714418552463	0.000439999990165233	0	0	0.00914500018022955	0	0	0	0.00327999992668628	0	0	0	0.00685399984680115	0.00128999997116625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135999996960163	0.00151999996602535	0	0	0	0	0	0	0	0	0	0.00210129368240536	0	0	0	0	0.00156999996490777	0	0	0.0236000003516674	0.0151725001595914	0	0	0.0589599998950958	0	0	0	0	0	0.0215600000917912	0	0	0	0	0	0.00481763036555949	0	0	0	0	0	0	0.000759999983012676	0	0.00207428839680701	0	0.00176399996057153	0	0	0	0.00154823528011056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000750462029430487	0.0022399999499321	0	0	0	0	0	0	0
"62"	983	2013	5	11.167	58.733	0.00025	0.00812	0.00513880583812472	0	0	0.00282	0	0	0	0.00064235072976559	0.565054507772021	0.0336341968911917	0.52173	0.00256940291906236	0	0	0	0	0	0	0	0	0	0	0.00064235072976559	0	0.0099	0.136021245874587	0	0.0062538503850385	0	0	0	0.00816	0	0	0	0	0.129093333333333	0	0.000674527777777778	0	0.00336	0	0	0	0	0	0.00414857688634193	0.00055	0	0	0.0440533333333333	0.151594772224679	0.00067	0.00687555555555555	0.0164	0	0	0	0.0011175	0.026015	0	0	0	0	0.00647769717904433	0.00642350729765591	0	0	0.000929875972762646	0.000925	0	0	0	0	0	0.00064235072976559	0	0	0	0	0	0	0	0.00037523102310231	0.105815148514851	0	0	0	0	0.02669	0	0	0	0	0.002055	0.1644	0.0407733333333333	0	0	0	0	0.000373713298791019	0.00077	0	0.00918	0.01136	0	0	0.00513880583812472	0	0	0	0	0	0.00147333333333333	0.00038	0.0331886150907354	0.00518572110792741	0	0.0147	0	0	0	0.00552941176470588	0	0	0.0963526094648386	0	0	0	0	0	0	0	0.014131716054843	0	0.18396	0	0.00128470145953118	0	0	0	0	0	0	0.0172333333333333	0	0	0	0	0.00107058454960932	0	0	0	0	0	0	0.121190171015775	0	0.0311441749174917	0	0	0	0.0028	0	0.0051	0	0.00130052631578947	0.027435	0	0
"64"	203	2012	4	12.065	57.358	0.000599999986588955	0	0	0.00124999997206032	0	0	0	0.00124999997206032	0	0	0	0	0	0	0.00123983460263773	0	2.65064003372192	0	0	0	0	0	0	0.00121999997273087	0	0	0.00134999996982515	0	0	0.00945582171060856	0	0	0	0	0	0	0	0.00118999997340143	0	0	0	0	0	0	0.00147999996691942	0	0.00115999997407198	0	0	0.000439999990165233	0	0	0.00117999997362494	0	0	0	0	0	0	0	0.0014899999666959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709999984130263	0	0	0	0	0	0.00242999994568526	0.00156999996490777	0	0.01627999971807	0	0.0571200002748519	0	0	0.000879999980330467	0	0	0	0	0.000747426580875752	0	0	0	0	0	0	0.00128470143081587	0	0	0	0	0.00125999997183681	0	0.000759999983012676	0.00285214659390542	0	0	0.00146999996714294	0	0	0	0.00243294120448477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128470143081587	0	0.00128470143081587	0	0	0	0	0.00109999997541308	0	0	0	0.0429090295600277	0	0.0017799999602139	0	0	0	0	0	0.00385410429244759	0	0	0.00115999997407198	0	0	0	0	0	0	0	0	0	0
